==PROF== Connected to process 3301344 (/mnt/sda/2022-0526/home/tianrui/code/LearningNote4Dev/CUDA/gemm/exec/share_tile)
==PROF== Received signal
==PROF== Trying to shutdown target application
==ERROR== Failed to profile "gemm_shared_tile" in process 3301344
==PROF== Trying to shutdown target application
==ERROR== An error occurred while trying to profile.
==WARNING== Found outstanding GPU clock reset, trying to revert...Success.
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(640, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","838,860,800.00"
"0","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(640, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0.00"
"0","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(640, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0.00"
"0","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(640, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0.00"
"0","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(640, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","dram__bytes.sum","byte","5,552,444,672.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","l1tex__t_bytes.sum","byte","16,739,635,036,160.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","lts__t_bytes.sum","byte","692,187,947,072.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__cycles_elapsed.avg","cycle","5,131,522,369.91"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__cycles_elapsed.avg.per_second","cycle/second","764,865,687.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__inst_executed_pipe_tensor.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","838,860,800.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0.00"
"1","3301344","share_tile","127.0.0.1","void randomInit<float>(T1 *, int, int, unsigned int)","1","7","(32, 32, 1)","(1280, 640, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","dram__bytes.sum","byte","4,419,786,379,648.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","l1tex__t_bytes.sum","byte","171,805,402,726,400.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","lts__t_bytes.sum","byte","13,114,550,930,688.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__cycles_elapsed.avg","cycle","27,957,495,411.17"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__cycles_elapsed.avg.per_second","cycle/second","764,444,046.88"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__inst_executed_pipe_tensor.sum","inst","104,857,600.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","34,359,738,368,000.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","3,355,443,200.00"
"2","3301344","share_tile","127.0.0.1","void gemm_v0<float>(T1 *, T1 *, T1 *, int, int, int)","1","7","(32, 32, 1)","(1280, 1280, 1)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0.00"
